 0.00000000e+00  1.19439100e-10 
 1.00000000e-13  1.19439100e-10 
 2.00000000e-13  1.19439100e-10 
 4.00000000e-13  1.19439100e-10 
 8.00000000e-13  1.19439100e-10 
 1.60000000e-12  1.19439100e-10 
 3.20000000e-12  1.19439100e-10 
 6.40000000e-12  1.19439100e-10 
 1.28000000e-11  1.19439100e-10 
 2.28000000e-11  1.19439100e-10 
 3.28000000e-11  1.19439100e-10 
 4.28000000e-11  1.19439100e-10 
 5.28000000e-11  1.19439100e-10 
 6.28000000e-11  1.19439100e-10 
 7.28000000e-11  1.19439100e-10 
 8.28000000e-11  1.19439100e-10 
 9.28000000e-11  1.19439100e-10 
 1.02800000e-10  1.19439100e-10 
 1.12800000e-10  1.19439100e-10 
 1.22800000e-10  1.19439100e-10 
 1.32800000e-10  1.19439100e-10 
 1.42800000e-10  1.19439100e-10 
 1.52800000e-10  1.19439100e-10 
 1.62800000e-10  1.19439100e-10 
 1.72800000e-10  1.19439100e-10 
 1.82800000e-10  1.19439100e-10 
 1.92800000e-10  1.19439100e-10 
 2.02800000e-10  1.19439100e-10 
 2.12800000e-10  1.19439100e-10 
 2.22800000e-10  1.19439100e-10 
 2.32800000e-10  1.19439100e-10 
 2.42800000e-10  1.19439100e-10 
 2.52800000e-10  1.19439100e-10 
 2.62800000e-10  1.19439100e-10 
 2.72800000e-10  1.19439100e-10 
 2.82800000e-10  1.19439100e-10 
 2.92800000e-10  1.19439100e-10 
 3.02800000e-10  1.19439100e-10 
 3.12800000e-10  1.19439100e-10 
 3.22800000e-10  1.19439100e-10 
 3.32800000e-10  1.19439100e-10 
 3.42800000e-10  1.19439100e-10 
 3.52800000e-10  1.19439100e-10 
 3.62800000e-10  1.19439100e-10 
 3.72800000e-10  1.19439100e-10 
 3.82800000e-10  1.19439100e-10 
 3.92800000e-10  1.19439100e-10 
 4.02800000e-10  1.19439100e-10 
 4.12800000e-10  1.19439100e-10 
 4.22800000e-10  1.19439100e-10 
 4.32800000e-10  1.19439100e-10 
 4.42800000e-10  1.19439100e-10 
 4.52800000e-10  1.19439100e-10 
 4.62800000e-10  1.19439100e-10 
 4.72800000e-10  1.19439100e-10 
 4.82800000e-10  1.19439100e-10 
 4.92800000e-10  1.19439100e-10 
 5.02800000e-10  1.19439100e-10 
 5.12800000e-10  1.19439100e-10 
 5.22800000e-10  1.19439100e-10 
 5.32800000e-10  1.19439100e-10 
 5.42800000e-10  1.19439100e-10 
 5.52800000e-10  1.19439100e-10 
 5.62800000e-10  1.19439100e-10 
 5.72800000e-10  1.19439100e-10 
 5.82800000e-10  1.19439100e-10 
 5.92800000e-10  1.19439100e-10 
 6.02800000e-10  1.19439100e-10 
 6.12800000e-10  1.19439100e-10 
 6.22800000e-10  1.19439100e-10 
 6.32800000e-10  1.19439100e-10 
 6.42800000e-10  1.19439100e-10 
 6.52800000e-10  1.19439100e-10 
 6.62800000e-10  1.19439100e-10 
 6.72800000e-10  1.19439100e-10 
 6.82800000e-10  1.19439100e-10 
 6.92800000e-10  1.19439100e-10 
 7.02800000e-10  1.19439100e-10 
 7.12800000e-10  1.19439100e-10 
 7.22800000e-10  1.19439100e-10 
 7.32800000e-10  1.19439100e-10 
 7.42800000e-10  1.19439100e-10 
 7.52800000e-10  1.19439100e-10 
 7.62800000e-10  1.19439100e-10 
 7.72800000e-10  1.19439100e-10 
 7.82800000e-10  1.19439100e-10 
 7.92800000e-10  1.19439100e-10 
 8.02800000e-10  1.19439100e-10 
 8.12800000e-10  1.19439100e-10 
 8.22800000e-10  1.19439100e-10 
 8.32800000e-10  1.19439100e-10 
 8.42800000e-10  1.19439100e-10 
 8.52800000e-10  1.19439100e-10 
 8.62800000e-10  1.19439100e-10 
 8.72800000e-10  1.19439100e-10 
 8.82800000e-10  1.19439100e-10 
